taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"dangeardii",,"",,"",,"Zygorhynchus dangeardi","","","","","","","","","","Species","Moreau","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Zygorhynchus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 10","","","",,""
,"dangeardii",,"",,"",,"Zygorhynchus dangeardi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 10","","","",,""
,"Aleurina",,"",,"",,"","","","","","","","","","","Genus","Bull.","",,"Index Fungorum","","","",,""
,"crinita",,"",,"",,"Aleurina crinita","","","","","","","","","","Species","Bull.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Aleurina",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIV: 1207","","","",,""
,"crinita",,"",,"",,"Aleurina crinita","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIV: 1207","","","",,""
,"Coniothyrium",,"",,"",,"","","","","","","","","","","Genus","Oudem.","",,"Index Fungorum","","","",,""
,"pinastri",,"",,"",,"Coniothyrium pinastri","","","","","","","","","","Species","Oudem.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Coniothyrium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 150","","","",,""
,"pinastri",,"",,"",,"Coniothyrium pinastri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 150","","","",,""
,"Coniothyrium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 98","","","",,""
,"pinastri",,"",,"",,"Coniothyrium pinastri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 98","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","Huds.","",,"Index Fungorum","","","",,""
,"fuscum",,"",,"",,"Lycoperdon fuscum","","","","","","","","","","Species","Huds.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 418","","","",,""
,"fuscum",,"",,"",,"Lycoperdon fuscum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 418","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 202","","","",,""
,"fuscum",,"",,"",,"Lycoperdon fuscum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 202","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Trab.","",,"Bulletin Agricole de l'Algérie et de la Tunisie,  13: 356 (1907)","","","",,""
,"brassicae",,"",,"",,"Aecidium brassicae","","","","","","","","","","Species","Trab.","ICBN",,"Bulletin Agricole de l'Algérie et de la Tunisie,  13: 356 (1907)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 890","","","",,""
,"brassicae",,"",,"",,"Aecidium brassicae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 890","","","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","Pass.","",,"Index Fungorum","","","",,""
,"sambucella",,"",,"",,"Ascochyta sambucella","","","","","","","","","","Species","Pass.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 296","","","",,""
,"sambucella",,"",,"",,"Ascochyta sambucella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 296","","","",,""
,"Ascochyta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 36","","","",,""
,"sambucella",,"",,"",,"Ascochyta sambucella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 36","","","",,""
,"Capnodiopsis",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Hedwigia,  41 (1902)","","","",,""
,"mirabilis",,"",,"",,"Capnodiopsis mirabilis","","","","","","","","","","Species","Henn.","ICBN",,"Hedwigia,  41 (1902)","","Assumed Valid","",,""
,"Capnodiopsis",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 555","","","",,""
,"mirabilis",,"",,"",,"Capnodiopsis mirabilis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 555","","","",,""
,"Coprinus",,"",,"",,"","","","","","","","","","","Genus","Berk.","",,"Index Fungorum","","","",,""
,"pilosus",,"",,"",,"Coprinus pilosus","","","","","","","","","","Species","Berk.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Coprinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 1102","","","",,""
,"pilosus",,"",,"",,"Coprinus pilosus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 1102","","","",,""
,"Coprinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 880-","","","",,""
,"pilosus",,"",,"",,"Coprinus pilosus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 880-","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","Schwein.","",,"Index Fungorum","","","",,""
,"spiculata",,"",,"",,"Exidia spiculata","","","","","","","","","","Species","Schwein.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 776","","","",,""
,"spiculata",,"",,"",,"Exidia spiculata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 776","","","",,""
,"Exidia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 242","","","",,""
,"spiculata",,"",,"",,"Exidia spiculata","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 242","","","",,""
,"Hymenophallus",,"",,"",,"","","","","","","","","","","Genus","L.","",,"Index Fungorum","","","",,""
,"albindusiatus",,"",,"",,"Hymenophallus albindusiatus","","","","","","","","","","Species","L.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hymenophallus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 3","","","",,""
,"albindusiatus",,"",,"",,"Hymenophallus albindusiatus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 3","","","",,""
,"Hymenophallus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 171","","","",,""
,"albindusiatus",,"",,"",,"Hymenophallus albindusiatus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 171","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","Mont.","",,"Historia física, polirica y nayturál de la islea de Cuba,  9: 424 (1842)","","","",,""
,"glabratus",,"",,"",,"Lentinus glabratus","","","","","","","","","","Species","Mont.","ICBN",,"Historia física, polirica y nayturál de la islea de Cuba,  9: 424 (1842)","","Assumed Valid","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 605","","","",,""
,"glabratus",,"",,"",,"Lentinus glabratus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 605","","","",,""
,"Lentinus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 363","","","",,""
,"glabratus",,"",,"",,"Lentinus glabratus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 363","","","",,""
,"Lisea",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"An. Soc. cient. argent.,  12(5): 210 (1881)","","","",,""
,"australis",,"",,"",,"Lisea australis","","","","","","","","","","Species","Speg.","ICBN",,"An. Soc. cient. argent.,  12(5): 210 (1881)","","Assumed Valid","",,""
,"Lisea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 518","","","",,""
,"australis",,"",,"",,"Lisea australis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 518","","","",,""
,"Lisea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 388","","","",,""
,"australis",,"",,"",,"Lisea australis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 388","","","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","Pat.","",,"Index Fungorum","","","",,""
,"pyropus",,"",,"",,"Marasmius pyropus","","","","","","","","","","Species","Pat.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 33","","","",,""
,"pyropus",,"",,"",,"Marasmius pyropus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 33","","","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 408","","","",,""
,"pyropus",,"",,"",,"Marasmius pyropus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 408","","","",,""
,"Peziza",,"",,"",,"","","","","","","","","","","Genus","Berk. & M.A. Curtis","",,"Index Fungorum","","","",,""
,"semitosta",,"",,"",,"Peziza semitosta","","","","","","","","","","Species","Berk. & M.A. Curtis","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Peziza",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VIII: 159","","","",,""
,"semitosta",,"",,"",,"Peziza semitosta","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VIII: 159","","","",,""
,"Peziza",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 270","","","",,""
,"semitosta",,"",,"",,"Peziza semitosta","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 270","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Index Fungorum","","","",,""
,"roumeguerei",,"",,"",,"Phoma roumeguerii","","","","","","","","","","Species","Sacc.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 103","","","",,""
,"roumeguerei",,"",,"",,"Phoma roumeguerii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 103","","","",,""
,"Phoma",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 539","","","",,""
,"roumeguerei",,"",,"",,"Phoma roumeguerii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 539","","","",,""
,"Sacidium",,"",,"",,"","","","","","","","","","","Genus","Schwein.","",,"Index Fungorum","","","",,""
,"bignoniae",,"",,"",,"Sacidium bignoniae","","","","","","","","","","Species","Schwein.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sacidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 652","","","",,""
,"bignoniae",,"",,"",,"Sacidium bignoniae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 652","","","",,""
,"Septorella",,"",,"",,"","","","","","","","","","","Genus","Allesch.","",,"Index Fungorum","","","",,""
,"salaciae",,"",,"",,"Septorella salaciae","","","","","","","","","","Species","Allesch.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Septorella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 981","","","",,""
,"salaciae",,"",,"",,"Septorella salaciae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 981","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","P. Syd. & Syd.","",,"Monographia Uredinearum,  1(1): 166 (1902) [1904]","","","",,""
,"canariensis",,"",,"",,"Puccinia canariensis","","","","","","","","","","Species","P. Syd. & Syd.","ICBN",,"Monographia Uredinearum,  1(1): 166 (1902) [1904]","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 311","","","",,""
,"canariensis",,"",,"",,"Puccinia canariensis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 311","","","",,""
,"Rhopographus",,"",,"",,"","","","","","","","","","","Genus","Dearn.","",,"Mycologia,  16(4): 156 (1924)","","","",,""
,"nucleatus",,"",,"",,"Rhopographus nucleatus","","","","","","","","","","Species","Dearn.","ICBN",,"Mycologia,  16(4): 156 (1924)","","Assumed Valid","",,""
,"Rhopographus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 156","","","",,""
,"nucleatus",,"",,"",,"Rhopographus nucleatus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 156","","","",,""
,"Rosellinia",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Michelia,  1(no. 2): 228 (1878)","","","",,""
,"winteriana",,"",,"",,"Rosellinia winteriana","","","","","","","","","","Species","Speg.","ICBN",,"Michelia,  1(no. 2): 228 (1878)","","Assumed Valid","",,""
,"Rosellinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. I: 268","","","",,""
,"winteriana",,"",,"",,"Rosellinia winteriana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. I: 268","","","",,""
,"Rosellinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 894","","","",,""
,"winteriana",,"",,"",,"Rosellinia winteriana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 894","","","",,""
,"Rosellinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 704","","","",,""
,"winteriana",,"",,"",,"Rosellinia winteriana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 704","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Oudem.","",,"Nederl. Kruidkundig. Archief.,  2(3): 751 (1902)","","","",,""
,"flexuosa",,"",,"",,"Septoria flexuosa","","","","","","","","","","Species","Oudem.","ICBN",,"Nederl. Kruidkundig. Archief.,  2(3): 751 (1902)","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 394","","","",,""
,"flexuosa",,"",,"",,"Septoria flexuosa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 394","","","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","Trog","",,"Index Fungorum","","","",,""
,"atrocoerulea",,"",,"",,"Thelephora atrocaerulea","","","","","","","","","","Species","Trog","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 614","","","",,""
,"atrocoerulea",,"",,"",,"Thelephora atrocaerulea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 614","","","",,""
,"Thelephora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 410","","","",,""
,"atrocoerulea",,"",,"",,"Thelephora atrocaerulea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 410","","","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Hedwigia,  38(2): 69 (1899)","","","",,""
,"peperomiae",,"",,"",,"Uredo peperomiae","","","","","","","","","","Species","Henn.","ICBN",,"Hedwigia,  38(2): 69 (1899)","","Assumed Valid","",,""
,"Uredo",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 364","","","",,""
,"peperomiae",,"",,"",,"Uredo peperomiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 364","","","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Index Fungorum","","","",,""
,"melastomacearum",,"",,"",,"Vermicularia melastomacearum","","","","","","","","","","Species","Speg.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 224","","","",,""
,"melastomacearum",,"",,"",,"Vermicularia melastomacearum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 224","","","",,""
,"Vermicularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 841","","","",,""
,"melastomacearum",,"",,"",,"Vermicularia melastomacearum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 841","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Fungi Paulist., Rev. Mus. La Plata,  15(2): 10 (1908)","","","",,""
,"usterianum",,"",,"",,"Aecidium usterianum","","","","","","","","","","Species","Speg.","ICBN",,"Fungi Paulist., Rev. Mus. La Plata,  15(2): 10 (1908)","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 755","","","",,""
,"usterianum",,"",,"",,"Aecidium usterianum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 755","","","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","Peck","",,"Index Fungorum","","","",,""
,"rudbeckiae",,"",,"",,"Colletotrichum rudbeckiae","","","","","","","","","","Species","Peck","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Colletotrichum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 466","","","",,""
,"rudbeckiae",,"",,"",,"Colletotrichum rudbeckiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 466","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","Berk. & Cooke","",,"Index Fungorum","","","",,""
,"rugulosa",,"",,"",,"Hypocrea rugulosa","","","","","","","","","","Species","Berk. & Cooke","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 207","","","",,""
,"rugulosa",,"",,"",,"Hypocrea rugulosa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 207","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 973","","","",,""
,"rugulosa",,"",,"",,"Hypocrea rugulosa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 973","","","",,""
,"Hypocrea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"rugulosa",,"",,"",,"Hypocrea rugulosa","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 328","","","",,""
,"Hysterium",,"",,"",,"","","","","","","","","","","Genus","Fr.","",,"Kongelige Svenska Vetensk. Akad. Handl.,  40: 95 (1819)","","","",,""
,"pulicare",,"",,"",,"","","","","","","","","","","Species","Fr.","",,"Kongelige Svenska Vetensk. Akad. Handl.,  40: 95 (1819)","","","",,""
,"lenticulare",,"",,"",,"Hysterium pulicare var. lenticulare","","","","","","","","","","Variety","Fr.","ICBN",,"Kongelige Svenska Vetensk. Akad. Handl.,  40: 95 (1819)","","Assumed Valid","",,""
,"Hysterium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 744","","","",,""
,"pulicare",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 744","","","",,""
,"lenticulare",,"",,"",,"Hysterium pulicare var. lenticulare","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. II: 744","","","",,""
,"Hysterium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 340","","","",,""
,"pulicare",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 340","","","",,""
,"lenticulare",,"",,"",,"Hysterium pulicare var. lenticulare","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. XII: 340","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","Jacq.","",,"Index Fungorum","","","",,""
,"ramosum",,"",,"",,"Lycoperdon ramosum","","","","","","","","","","Species","Jacq.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 117","","","",,""
,"ramosum",,"",,"",,"Lycoperdon ramosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 117","","","",,""
,"Lycoperdon",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 203","","","",,""
,"ramosum",,"",,"",,"Lycoperdon ramosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 203","","","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","Sacc.","",,"Hedwigia,  38: (132) (1899)","","","",,""
,"woodiana",,"",,"",,"Meliola woodiana","","","","","","","","","","Species","Sacc.","ICBN",,"Hedwigia,  38: (132) (1899)","","Assumed Valid","",,""
,"Meliola",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 415","","","",,""
,"woodiana",,"",,"",,"Meliola woodiana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 415","","","",,""
,"Mycogala",,"",,"",,"","","","","","","","","","","Genus","Pat. & Har.","",,"Index Fungorum","","","",,""
,"insigne",,"",,"",,"Mycogala insigne","","","","","","","","","","Species","Pat. & Har.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Mycogala",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 888","","","",,""
,"insigne",,"",,"",,"Mycogala insigne","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 888","","","",,""
,"Panus",,"",,"",,"","","","","","","","","","","Genus","Bagl.","",,"Comm. Soc. crittog. Ital.,  2(2): 264 (1865)","","","",,""
,"vaporarius",,"",,"",,"Panus vaporarius","","","","","","","","","","Species","Bagl.","ICBN",,"Comm. Soc. crittog. Ital.,  2(2): 264 (1865)","","Assumed Valid","",,""
,"Panus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. V: 614","","","",,""
,"vaporarius",,"",,"",,"Panus vaporarius","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. V: 614","","","",,""
,"Panus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 489","","","",,""
,"vaporarius",,"",,"",,"Panus vaporarius","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 489","","","",,""
,"Penicillium",,"",,"",,"","","","","","","","","","","Genus","Westling","",,"Arch. für Botanik,  11: 97 (1911)","","","",,""
,"lanosum",,"",,"",,"Penicillium lanosum","","","","","","","","","","Species","Westling","ICBN",,"Arch. für Botanik,  11: 97 (1911)","","Assumed Valid","",,""
,"Penicillium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXV: 668","","","",,""
,"lanosum",,"",,"",,"Penicillium lanosum","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXV: 668","","","",,""
,"Ovularia",,"",,"",,"","","","","","","","","","","Genus","Pass.","",,"Index Fungorum","","","",,""
,"alismatis",,"",,"",,"Ovularia alismatis","","","","","","","","","","Species","Pass.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ovularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 543","","","",,""
,"alismatis",,"",,"",,"Ovularia alismatis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 543","","","",,""
,"Ovularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 486","","","",,""
,"alismatis",,"",,"",,"Ovularia alismatis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 486","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Ellis & Kellerm.","",,"J. Mycol.,  4(2-3): 27 (1888)","","","",,""
,"celtidis",,"",,"",,"Phyllosticta celtidis","","","","","","","","","","Species","Ellis & Kellerm.","ICBN",,"J. Mycol.,  4(2-3): 27 (1888)","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 119","","","",,""
,"celtidis",,"",,"",,"Phyllosticta celtidis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 119","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 553","","","",,""
,"celtidis",,"",,"",,"Phyllosticta celtidis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 553","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Unamuno","",,"Index Fungorum","","","",,""
,"scorodoniae",,"",,"",,"Phyllosticta scorodoniae","","","","","","","","","","Species","Unamuno","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 993","","","",,""
,"scorodoniae",,"",,"",,"Phyllosticta scorodoniae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 993","","","",,""
,"Pleospora",,"",,"",,"","","","","","","","","","","Genus","Pat.","",,"Index Fungorum","","","",,""
,"limoniastri",,"",,"",,"Pleospora limoniastri","","","","","","","","","","Species","Pat.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Pleospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 597","","","",,""
,"limoniastri",,"",,"",,"Pleospora limoniastri","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 597","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","Syd. & P. Syd.","",,"Index Fungorum","","","",,""
,"longiana",,"",,"",,"Ravenelia longiana","","","","","","","","","","Species","Syd. & P. Syd.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 1121","","","",,""
,"longiana",,"",,"",,"Ravenelia longiana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 1121","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVII: 404","","","",,""
,"longiana",,"",,"",,"Ravenelia longiana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVII: 404","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXI: 740","","","",,""
,"longiana",,"",,"",,"Ravenelia longiana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXI: 740","","","",,""
,"Ravenelia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 664","","","",,""
,"longiana",,"",,"",,"Ravenelia longiana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 664","","","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","G.F. Atk.","",,"Bot. Gaz.,  48(5): 328 (1909)","","","",,""
,"minutum",,"",,"",,"Rhizophydium minutum","","","","","","","","","","Species","G.F. Atk.","ICBN",,"Bot. Gaz.,  48(5): 328 (1909)","","Assumed Valid","",,""
,"Rhizophydium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 682","","","",,""
